caseID,resp.cat,OEV.MA,AUC.delatbm.tot.MA,Recov.MA,Resist.MA,CV.MA
HH002_2,abundance,0.037978806046220503,-0.037978806046220503,-0.08302249272349585,-0.06280013306518166,-1.3579055287556963
HH002_4,abundance,0.006706968320599449,-0.006706968320599449,-0.005649947384626126,-0.01427281443921841,-1.7602900481758301
HH002_5,abundance,0.0551973906390318,-0.0551973906390318,-0.014472742332454856,-0.10313434281002457,-1.399864673617879
HH003_1,biomass,0.4250610363892843,-0.4250610363892843,-0.21591573958994492,-0.5068965521424345,-2.739256911218908
HH003_3,biomass,0.3981288644550833,-0.3981288644550833,-0.06818181672189283,-0.2724263489616911,-1.5300691417288623
HH004_1,abundance,0.562416525099635,-0.562416525099635,-0.02830188652278392,-0.9777777778791934,-1.834730977466706
HH005_1,biomass,0.5356331594011682,-0.5356331594011682,-0.20245519258096983,-0.8562649374252636,-2.089077727593203
HH005_2,biomass,0.0872776432380354,0.03747720865896992,-0.008104871156196923,-0.4565242034916508,-0.3396392143920841
HH007_1,abundance,0.2360400925081745,-0.23320487677687532,0.04052712563260867,-0.5782396817625526,-1.5592607523188506
HH007_2,abundance,0.21373763794984982,-0.21373763794984982,-0.0518586700208489,-0.7121556232954153,-1.5093850867967065
HH008_1,abundance,0.35526328074132313,0.35526328074132313,0.12376159713033172,0.3022894839129952,1.982754061098862
HH009_1,abundance,0.10472287333984079,-0.10470304738371472,-0.049116429213861675,-0.18320171223818843,-0.8161739050270334
HH011_1,biomass,0.01382346163224241,-0.013146069492346002,0.005709624593101148,-0.044229149254827446,-0.8763588371151708
HH011_2,biomass,0.002317718241548453,-3.9884437162402797e-4,0.0036779732112698065,-0.009364820827881747,-0.34330086703728835
HH011_3,biomass,0.011564217558107307,-0.009739376508369584,0.0018423744321985351,-0.04466919481104051,-0.7287071024301999
HH012_1,abundance,0.25667843123746725,-0.2527430619341679,0.051094887585273654,-0.7397260288438356,-0.8547401861158156
HH012_2,abundance,0.14835650934442904,-0.018693329357122222,0.06666666690133329,-0.5744680852115527,-0.2346910991547191
HH012_3,abundance,0.12777396445782302,-0.07064906449659775,0.05791505618342002,-0.6458333343645833,-0.3752239069802232
HH014_1,abundance,0.4435324319022238,-0.4429197322047084,-0.38999999846559996,-0.9285714286413265,-1.5552251699060553
HH015_1,biomass,0.02696685676732819,0.019769029781722056,-0.05446118319738511,0.008695652892249555,0.2614066567049036
HH016_1,abundance,0.16457102239664778,-0.16457102239664778,-0.049180327901101904,-0.3698030620783436,-1.1464503399992456
HH016_2,abundance,0.07054726541093324,0.07054726541093324,0.09401709230769235,0.06341463368947052,1.1609651039547582
HH018_1,abundance,0.1713588836293117,-0.1713588836293117,-0.13333333339761902,-0.9597315436473028,-0.7414721658614697
HH023_1,abundance,0.1903224101121801,0.15416253483509434,0.24833266331335632,-0.12832984879525525,0.562984352437938
HH024_1,biomass,0.22991705907369317,0.19821616685903745,-0.07142856422619052,0.6716417899012401,0.7486978113268388
HH024_2,biomass,0.13596253930513114,0.13384239368923084,0.1428571428571429,0.42857141809523813,0.9617407632854013
