caseID,Recov,Resist,OEV,CV,AUC.delatbm.tot
CK081_3,-0.086578982625183,-0.2658203422516203,0.22486836133702057,-1.5687859716608228,-0.22450869634986806
CK081_4,-0.1657716599840021,-0.371580659933417,0.3636649748157361,-1.8244267876991476,-0.3636649748157361
CK081_5,-0.3852523062331388,-0.26788800768439347,0.220785691268494,-1.6656243317710113,-0.220785691268494
HH001_34,0.017943925917872028,-0.09654934358468319,0.06412157020964304,-1.1196849784577398,-0.06360331062291785
HH001_35,-0.16740442529075814,-0.7315202016187284,0.18017036589888435,-0.6433256997370247,-0.1564877505936598
HH001_36,0.04656697856390303,0.02904847878520122,0.04507388671732522,-0.3271606553986919,-0.03824333233661648
HH001_37,-0.018606881521799408,0.16474650833865637,0.059932775967612435,0.4732166094845458,0.04260641428268996
HH001_38,-0.6987221741226531,-0.12629447529083515,0.08147019321534638,-0.6360964409063341,-0.08147019321534638
HH001_39,0.09677972081940613,-0.10134437521799147,0.07683057622637035,0.5648776161843505,0.05764824178927386
HH003_1,-0.0393186321230851,-0.06933483643727444,0.11974126408028482,0.44635924622117507,0.11094610149494527
HH003_3,-0.12034038403377756,-0.07487068239609375,0.08155904665053218,0.12584849368806608,0.052945771405683954
HH003_4,-0.7727451813650207,-0.405739895294182,0.37478404932148934,-0.04321615341876183,0.14573417883041162
HH005_1,-0.9597789435969524,-0.7988495824066562,0.5022612180242205,-1.954453402731908,-0.5022612180242205
HH005_2,-0.9887053186326549,-0.42928707286922124,0.4205142948808783,-0.48785688996211485,-0.23772954303336508
HH006_4,-0.14018713773719166,-0.9565287795410637,0.23938676171748793,-1.2980295086430897,-0.23716014356695325
HH006_5,-0.22875380849231858,-0.9323126894584909,0.3952718823294927,-2.125410870518998,-0.3952718823294927
HH006_6,-0.16371120176975618,-0.7654521040108584,0.4637804865929167,-2.4899755731125124,-0.4637804865929167
HH009_1,0.14801787025053506,0.047575297900288166,0.05048998439848941,-0.04931321610915337,0.04939158223259159
HH011_1,-0.3062939669708225,0.05998905821293149,0.19299536143980042,0.020784981434723196,0.11696710944377262
HH011_2,-0.3552472977140454,0.4040376115845011,0.2782124921553549,0.6025309095052954,0.2511615472571693
HH011_3,-0.5508305800177313,-0.11616555853902173,0.16651890805181346,-0.6803877423697061,-0.16121316980269643
HH014_1,-0.4097218793760399,-0.8671417347198604,0.5832405895390178,-2.640133274619038,-0.5832405895390178
HH018_1,-0.9899457266619532,-0.17948450544121622,0.2940825094379362,-1.1689930721903883,-0.2940825094379362
CK069_5,NA,NA,0.17988672271121772,-1.5991294466297508,-0.17987911234889656
CK069_6,NA,NA,0.15712917760735595,-1.7957728593807512,-0.15704647400196187
